Altium Designer Pick and Place Locations
C:\Users\hans\Documents\Altium\shepherd_v2\Project Outputs\Pick Place\Pick Place for shepherd_pcb_v2.5c.csv

========================================================================================================================
File Design Information:

Date:       03/03/25
Time:       18:35
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"R127","R_0402_1k","TopLayer","RESC1005X04","64,7000","47,3000","270","ERJ-2GEJ102X","1k"
"R126","R_0402_1k","TopLayer","RESC1005X04","63,5000","47,3000","90","ERJ-2GEJ102X","1k"
"R125","R_0402_1k","TopLayer","RESC1005X04","62,5000","47,3000","270","ERJ-2GEJ102X","1k"
"R124","R_0402_1k","TopLayer","RESC1005X04","61,5000","47,3000","90","ERJ-2GEJ102X","1k"
"R123","R_0402_240R","TopLayer","RESC1005X04","51,8000","10,4000","0","ERJ-2GEJ241X","240R"
"R122","R_0402_240R","TopLayer","RESC1005X04","72,2000","10,4000","270","ERJ-2GEJ241X","240R"
"R121","R_0402_240R","TopLayer","RESC1005X04","72,7000","14,5000","0","ERJ-2GEJ241X","240R"
"R120","R_0402_240R","TopLayer","RESC1005X04","61,6000","13,9000","90","ERJ-2GEJ241X","240R"
"R119","R_0402_240R","TopLayer","RESC1005X04","61,6000","11,9000","270","ERJ-2GEJ241X","240R"
"R118","R_0402_240R","TopLayer","RESC1005X04","59,0000","23,1000","90","ERJ-2GEJ241X","240R"
"R117","R_0402_240R","TopLayer","RESC1005X04","70,4000","20,3000","270","ERJ-2GEJ241X","240R"
"R116","R_0402_240R","TopLayer","RESC1005X04","70,4000","22,3000","90","ERJ-2GEJ241X","240R"
"R115","R_0402_240R","TopLayer","RESC1005X04","70,4000","24,4000","270","ERJ-2GEJ241X","240R"
"R114","R_0402_240R","TopLayer","RESC1005X04","70,4000","27,5000","270","ERJ-2GEJ241X","240R"
"R113","R_0402_1k","TopLayer","RESC1005X04","78,5000","26,9000","0","ERJ-2GEJ102X","1k"
"R112","R_0402_1k","TopLayer","RESC1005X04","78,5000","28,0000","0","ERJ-2GEJ102X","1k"
"R111","R_0402_100k_1%","TopLayer","RESC1005X04","32,6000","41,9000","180","ERJ-2RKF1003X","100k"
"R110","R_0402_240k_1%","TopLayer","RESC1005X04","32,6000","40,9000","0","ERJ-2RKF2403X","240k"
"R109","R_0402_470R","TopLayer","RESC1005X04","34,4000","40,5000","270","ERJ-2RKF4700X","470R"
"R108","R_0402_240k_1%","TopLayer","RESC1005X04","34,4000","38,5000","270","ERJ-2RKF2403X","240k"
"R107","R_0402_1k","TopLayer","RESC1005X04","29,4000","47,3000","90","ERJ-2GEJ102X","1k"
"R106","R_0402_470R","TopLayer","RESC1005X04","43,4000","14,7000","180","ERJ-2RKF4700X","470R"
"R105","R_0402_100k_1%","TopLayer","RESC1005X04","30,4000","32,1000","90","ERJ-2RKF1003X","100k"
"R104","R_0402_680k_1%","TopLayer","RESC1005X04","31,4000","32,1000","270","ERJ-2RKF6803X","680k"
"R103","R_0402_10k","TopLayer","RESC1005X04","34,3000","47,3000","90","ERJ-2GEJ103X","10k"
"R102","R_0402_10k","TopLayer","RESC1005X04","19,1000","13,0000","180","ERJ-2GEJ103X","10k"
"R101","R_0402_100k_1%","TopLayer","RESC1005X04","27,1000","7,4000","90","ERJ-2RKF1003X","100k"
"R100","R_0402_470R","TopLayer","RESC1005X04","19,1000","17,6000","0","ERJ-2RKF4700X","470R"
"R99","R_0402_24k","TopLayer","RESC1005X04","28,2000","7,4000","90","ERJ-2GEJ243X","24k"
"R98","R_0402_100k_1%","TopLayer","RESC1005X04","34,6000","8,4000","90","ERJ-2RKF1003X","100k"
"R97","R_0402_10k","TopLayer","RESC1005X04","19,1000","11,9000","0","ERJ-2GEJ103X","10k"
"R96","R_0402_10k","TopLayer","RESC1005X04","33,1000","13,6000","0","ERJ-2GEJ103X","10k"
"R95","R_0402_10k","TopLayer","RESC1005X04","33,1000","12,6000","0","ERJ-2GEJ103X","10k"
"R94","R_0402_1k","TopLayer","RESC1005X04","47,3000","47,3000","90","ERJ-2GEJ102X","1k"
"R93","R_0402_1k","TopLayer","RESC1005X04","27,2000","47,3000","90","ERJ-2GEJ102X","1k"
"R92","R_0402_1k","TopLayer","RESC1005X04","48,4000","47,3000","90","ERJ-2GEJ102X","1k"
"R91","R_0402_1k","TopLayer","RESC1005X04","28,2000","47,3000","90","ERJ-2GEJ102X","1k"
"R90","R_0402_10k","TopLayer","RESC1005X04","33,1000","11,6000","180","ERJ-2GEJ103X","10k"
"R89","R_0402_10k","TopLayer","RESC1005X04","39,1000","12,5000","0","ERJ-2GEJ103X","10k"
"R88","R_0402_10k","TopLayer","RESC1005X04","43,2000","7,3100","90","ERJ-2GEJ103X","10k"
"R87","R_0402_10k","TopLayer","RESC1005X04","42,1000","7,3000","90","ERJ-2GEJ103X","10k"
"R86","R_0402_33R","TopLayer","RESC1005X04","59,7000","47,3000","270","ERJ-2GEJ330X","33R"
"R85","R_0402_33R","TopLayer","RESC1005X04","58,7000","47,3000","270","ERJ-2GEJ330X","33R"
"R84","R_0402_1k","TopLayer","RESC1005X04","45,8000","7,3000","90","ERJ-2GEJ102X","1k"
"R83","R_0402_1k","TopLayer","RESC1005X04","46,9000","7,3000","270","ERJ-2GEJ102X","1k"
"R82","R_0402_1k","TopLayer","RESC1005X04","47,3000","10,4000","180","ERJ-2GEJ102X","1k"
"R81","R_0402_33R","TopLayer","RESC1005X04","52,2000","7,3000","90","ERJ-2GEJ330X","33R"
"R80","R_0402_1k","TopLayer","RESC1005X04","57,7000","11,6000","180","ERJ-2GEJ102X","1k"
"R79","R_0402_1k","TopLayer","RESC1005X04","68,3000","12,5000","180","ERJ-2GEJ102X","1k"
"R78","R_0402_33R","TopLayer","RESC1005X04","67,5000","47,3000","90","ERJ-2GEJ330X","33R"
"R77","R_0402_33R","TopLayer","RESC1005X04","68,5000","47,3000","90","ERJ-2GEJ330X","33R"
"R76","R_0402_33R","TopLayer","RESC1005X04","55,7000","7,3000","90","ERJ-2GEJ330X","33R"
"R75","R_0402_33R","TopLayer","RESC1005X04","53,5000","7,3000","90","ERJ-2GEJ330X","33R"
"R74","R_0402_33R","TopLayer","RESC1005X04","54,6000","7,3000","270","ERJ-2GEJ330X","33R"
"R73","R_0402_10R","TopLayer","RESC1005X04","72,7000","31,6000","0","ERJ-2GEJ100X","10R"
"R72","R_0402_33R","TopLayer","RESC1005X04","56,4000","47,3000","90","ERJ-2GEJ330X","33R"
"R71","R_0402_33R","TopLayer","RESC1005X04","51,1000","7,3000","90","ERJ-2GEJ330X","33R"
"R70","R_0402_1k","TopLayer","RESC1005X04","57,7000","7,7000","180","ERJ-2GEJ102X","1k"
"R69","R_0402_33R","TopLayer","RESC1005X04","53,6000","47,3000","90","ERJ-2GEJ330X","33R"
"R68","R_0402_1k","TopLayer","RESC1005X04","49,7000","7,3000","90","ERJ-2GEJ102X","1k"
"R67","R_0402_1k","TopLayer","RESC1005X04","57,5000","47,3000","270","ERJ-2GEJ102X","1k"
"R66","R_0402_1k","TopLayer","RESC1005X04","48,6000","7,3000","90","ERJ-2GEJ102X","1k"
"R65","R_0402_1k","TopLayer","RESC1005X04","40,4000","7,3000","90","ERJ-2GEJ102X","1k"
"R64","R_0402_1k","TopLayer","RESC1005X04","39,3000","7,3100","270","ERJ-2GEJ102X","1k"
"R63","R_0402_1k","TopLayer","RESC1005X04","66,8000","23,9000","180","ERJ-2GEJ102X","1k"
"R62","R_0402_1k","TopLayer","RESC1005X04","39,0000","47,3000","90","ERJ-2GEJ102X","1k"
"R61","R_0402_1k","TopLayer","RESC1005X04","36,5000","47,3000","270","ERJ-2GEJ102X","1k"
"R60","R_0402_1k","TopLayer","RESC1005X04","37,6000","47,3000","90","ERJ-2GEJ102X","1k"
"R59","R_0402_1k","TopLayer","RESC1005X04","33,1000","47,3000","270","ERJ-2GEJ102X","1k"
"R58","R_0402_1k","TopLayer","RESC1005X04","72,7000","30,5000","0","ERJ-2GEJ102X","1k"
"R57","R_0402_1k","TopLayer","RESC1005X04","79,7000","25,3000","270","ERJ-2GEJ102X","1k"
"R56","R_0402_1k","TopLayer","RESC1005X04","83,4000","28,2000","90","ERJ-2GEJ102X","1k"
"R55","R_0402_240R","TopLayer","RESC1005X04","51,8000","11,4000","0","ERJ-2GEJ241X","240R"
"R54","R_0402_100k_1%","TopLayer","RESC1005X04","73,2000","7,4000","90","ERJ-2RKF1003X","100k"
"R53","R_0402_240R","TopLayer","RESC1005X04","72,2000","7,4000","270","ERJ-2GEJ241X","240R"
"R52","R_0402_100k_1%","TopLayer","RESC1005X04","68,3000","7,9000","180","ERJ-2RKF1003X","100k"
"R51","R_0402_240R","TopLayer","RESC1005X04","72,7000","13,5000","0","ERJ-2GEJ241X","240R"
"R50","R_0402_100k_1%","TopLayer","RESC1005X04","68,3000","13,5000","180","ERJ-2RKF1003X","100k"
"R49","R_0402_100k_1%","TopLayer","RESC1005X04","73,2000","10,4000","90","ERJ-2RKF1003X","100k"
"R48","R_0402_100k_1%","TopLayer","RESC1005X04","68,3000","11,1000","180","ERJ-2RKF1003X","100k"
"R47","R_0402_100k_1%","TopLayer","RESC1005X04","68,3000","14,5000","180","ERJ-2RKF1003X","100k"
"R46","R_0402_100k_1%","TopLayer","RESC1005X04","47,3000","11,4000","180","ERJ-2RKF1003X","100k"
"R45","R_0402_100k_1%","TopLayer","RESC1005X04","62,6000","11,9000","90","ERJ-2RKF1003X","100k"
"R44","R_0402_100k_1%","TopLayer","RESC1005X04","47,3000","12,4000","180","ERJ-2RKF1003X","100k"
"R43","R_0402_100k_1%","TopLayer","RESC1005X04","62,6000","13,9000","270","ERJ-2RKF1003X","100k"
"R42","R_0402_100k_1%","TopLayer","RESC1005X04","60,0000","18,9000","270","ERJ-2RKF1003X","100k"
"R41","R_0402_240R","TopLayer","RESC1005X04","59,0000","18,9000","90","ERJ-2GEJ241X","240R"
"R40","R_0402_100k_1%","TopLayer","RESC1005X04","60,0000","21,1000","90","ERJ-2RKF1003X","100k"
"R39","R_0402_240R","TopLayer","RESC1005X04","59,0000","21,1000","270","ERJ-2GEJ241X","240R"
"R38","R_0402_100k_1%","TopLayer","RESC1005X04","60,0000","23,1000","270","ERJ-2RKF1003X","100k"
"R37","R_0402_100k_1%","TopLayer","RESC1005X04","71,4000","20,3000","90","ERJ-2RKF1003X","100k"
"R36","R_0402_100k_1%","TopLayer","RESC1005X04","55,0000","22,1000","180","ERJ-2RKF1003X","100k"
"R35","R_0402_100k_1%","TopLayer","RESC1005X04","71,4000","22,3000","270","ERJ-2RKF1003X","100k"
"R34","R_0402_100k_1%","TopLayer","RESC1005X04","66,5000","20,3000","180","ERJ-2RKF1003X","100k"
"R33","R_0402_100k_1%","TopLayer","RESC1005X04","71,4000","24,4000","90","ERJ-2RKF1003X","100k"
"R32","R_0402_100k_1%","TopLayer","RESC1005X04","66,5000","21,3000","180","ERJ-2RKF1003X","100k"
"R31","R_0402_100k_1%","TopLayer","RESC1005X04","71,4000","27,5000","90","ERJ-2RKF1003X","100k"
"R30","R_0402_100k_1%","TopLayer","RESC1005X04","66,6000","27,5000","180","ERJ-2RKF1003X","100k"
"R29","R_0402_100k_1%","TopLayer","RESC1005X04","62,6000","7,8000","90","ERJ-2RKF1003X","100k"
"R28","R_0402_240R","TopLayer","RESC1005X04","61,6000","7,8000","270","ERJ-2GEJ241X","240R"
"R27","R_0402_100k_1%","TopLayer","RESC1005X04","62,6000","9,8000","270","ERJ-2RKF1003X","100k"
"R26","R_0402_240R","TopLayer","RESC1005X04","61,6000","9,8000","90","ERJ-2GEJ241X","240R"
"R25","R_0402_100k_1%","TopLayer","RESC1005X04","60,0000","16,9000","90","ERJ-2RKF1003X","100k"
"R24","R_0402_240R","TopLayer","RESC1005X04","59,0000","16,9000","270","ERJ-2GEJ241X","240R"
"R23","R_0402_33R","TopLayer","RESC1005X04","50,9000","47,3000","90","ERJ-2GEJ330X","33R"
"R22","R_0402_33R","TopLayer","RESC1005X04","49,8000","47,3000","90","ERJ-2GEJ330X","33R"
"R21","R_0402_1k","TopLayer","RESC1005X04","19,1000","10,8000","0","ERJ-2GEJ102X","1k"
"R20","R_0402_100k_1%","TopLayer","RESC1005X04","55,0000","16,7000","180","ERJ-2RKF1003X","100k"
"R19","R_0402_100k_1%","TopLayer","RESC1005X04","55,0000","17,7000","180","ERJ-2RKF1003X","100k"
"R18","R_0402_1k","TopLayer","RESC1005X04","58,6000","43,4000","0","ERJ-2GEJ102X","1k"
"R17","R_0402_100k_1%","TopLayer","RESC1005X04","55,0000","21,1000","180","ERJ-2RKF1003X","100k"
"R16","R_0402_1k","TopLayer","RESC1005X04","28,1000","12,1000","270","ERJ-2GEJ102X","1k"
"R15","R_0402_5k1_1%","TopLayer","RESC1005X04","29,1000","12,1000","90","ERJ-2RKF5101X","5.1k"
"R14","R_0402_470R","TopLayer","RESC1005X04","30,1000","12,1000","90","ERJ-2RKF4700X","470R"
"R13","R_0603_DNP","TopLayer","RESC1608X06N-DNP","23,0000","22,9000","90","","DNP"
"R12","R_0402_210R_0.1%","TopLayer","RESC1005X04","58,2000","37,4000","0","RT0402BRD07210RL","210R"
"R11","R_0402_10k","TopLayer","RESC1005X04","44,5000","30,0000","0","ERJ-2GEJ103X","10k"
"R10","R_0402_33R","TopLayer","RESC1005X04","55,4000","32,9000","180","ERJ-2GEJ330X","33R"
"R9","R_1206_2R_0.25%","TopLayer","RESC3116X06_Shunt","58,1000","40,1000","0","RT1206CRD072RL","2R"
"R8","R_0402_1k","TopLayer","RESC1005X04","50,0000","34,8000","90","ERJ-2GEJ102X","1k"
"R7","R_0402_10k","TopLayer","RESC1005X04","44,6000","42,3000","180","ERJ-2GEJ103X","10k"
"R6","R_0402_10k","TopLayer","RESC1005X04","44,5000","31,3000","0","ERJ-2GEJ103X","10k"
"R5","R_0402_1k","TopLayer","RESC1005X04","50,0000","37,4000","270","ERJ-2GEJ102X","1k"
"R4","R_0402_10k","TopLayer","RESC1005X04","44,3000","35,3000","270","ERJ-2GEJ103X","10k"
"R3","R_0402_1k","TopLayer","RESC1005X04","47,2000","42,4000","0","ERJ-2GEJ102X","1k"
"R2","R_0402_2R","TopLayer","RESC1005X04","51,3000","40,1000","180","ERJ-2GEJ2R0X","2R"
"R1","R_0402_1k","TopLayer","RESC1005X04","53,3000","40,1000","0","ERJ-2GEJ102X","1k"
"P11","P_HSEC8-120-01-S-DV","TopLayer","P_HSEC8-120-01-S-DV","82,6300","13,6500","270","HSEC8-120-01-L-DV-A-K-TR",""
"P10","P_HSEC8-120-01-S-DV","TopLayer","P_HSEC8-120-01-S-DV","82,6300","40,9500","270","HSEC8-120-01-L-DV-A-K-TR",""
"P9","Beaglebone P9","TopLayer","P_Pinheader_2x23_R2.54mm_LongPinHeader","48,2600","3,1750","0","SSQ-123-03-G-D",""
"P8","Beaglebone P8","TopLayer","P_Pinheader_2x23_R2.54mm_LongPinHeader","48,2600","51,4350","0","SSQ-123-03-G-D",""
"P3","P_HDR_2x5_2.00mm","TopLayer","P_Pinheader_2x5_R2.0mm","38,0000","29,4800","270","",""
"P2","P_JST_S4B_ZR-SM4A","TopLayer","P_JST_S4B-ZR-SM4A","14,5500","14,5000","180","S4B-ZR-SM4A-TF(LF)(SN)",""
"M2","SMS-455Frame","TopLayer","SMS-455F","52,1750","35,1750","0","SMS-455-N-F",""
"L12","L_NR3015T150M","TopLayer","INDP3030X15N","29,3000","36,8000","0","NR3015T150M","15uH"
"L9","L_NR3015T150M","TopLayer","INDP3030X15N","23,9000","37,8000","270","NR3015T150M","15uH"
"L8","L_NR3015T150M","TopLayer","INDP3030X15N","23,9000","42,0000","90","NR3015T150M","15uH"
"L5","L_NR3015T150M","TopLayer","INDP3030X15N","27,4000","28,3000","0","NR3015T150M","15uH"
"L4","L_SRN4026-2R2Y","TopLayer","INDP4040X25N","29,1000","17,5000","90","SRN4026-2R2Y","2.2uH"
"L3","L_NR3015T1R5M","TopLayer","INDP3030X15N","25,4000","23,0000","90","NR3015T1R5N","1.5uH"
"L2","L_FB_0603_Z600R_1300mA","TopLayer","INDC1608X08","25,5000","7,7000","270","BLM18KG601SN1D","150mR"
"L1","L_FB_0603_Z600R_1300mA","TopLayer","INDC1608X08","22,7000","7,7000","90","BLM18KG601SN1D","150mR"
"J1","J_T1x2_3.5mm_Screw","TopLayer","P_Phoenix_1984617","14,8000","5,2000","270","1984617",""
"D17","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","77,0000","17,0000","0","150060VS55040","Green"
"D16","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","77,0000","36,0000","0","150060VS55040","Green"
"D14","NSR05T30XV2","TopLayer","SODFL160X70-2N","33,9000","10,0000","0","NSR05T30XV2T5G","370mV / 30V"
"D13","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","43,3000","13,5000","0","150060VS55040","Green"
"D12","NSR05T30XV2","TopLayer","SODFL160X70-2N","24,4000","30,8000","180","NSR05T30XV2T5G","370mV / 30V"
"D11","NSR05T30XV2","TopLayer","SODFL160X70-2N","30,7000","29,3000","180","NSR05T30XV2T5G","370mV / 30V"
"D10","NSR05T30XV2","TopLayer","SODFL160X70-2N","33,9000","6,8000","0","NSR05T30XV2T5G","370mV / 30V"
"D8","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","45,1000","47,0000","0","150060VS55040","Green"
"D7","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","25,0000","47,0000","0","150060VS55040","Green"
"D6","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","41,6000","47,0000","0","150060AS75000","Amber"
"D5","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","21,5000","47,0000","0","150060AS75000","Amber"
"D4","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","77,0000","21,0000","0","150060AS75000","Amber"
"D3","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","77,0000","40,0000","0","150060AS75000","Amber"
"C162","C_1206_47uF_16V_X5R","BottomLayer","CAPC3216X18","40,3807","40,0245","90","EMK316BBJ476ML-T","47uF"
"C161","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","53,2000","23,8000","180","GRM31CR60J227ME11K","220uF"
"C160","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","24,6000","30,8000","270","GRM31CR60J227ME11K","220uF"
"C157","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","60,4000","35,9000","90","GRM1555C1H102JA01D","1nF"
"C156","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","57,6000","30,1000","90","GRM155R71E104KE14J","100nF"
"C155","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","56,0000","35,9000","90","GRM1555C1H102JA01D","1nF"
"C154","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","26,4000","38,2000","90","EMK107BBJ106MA-T","10uF"
"C152","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","23,3000","40,2000","270","GRM31CR60J227ME11K","220uF"
"C151","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","71,6000","33,3000","180","GRM31CR60J227ME11K","220uF"
"C150","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","34,1000","22,3000","270","GRM31CR60J227ME11K","220uF"
"C149","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","54,8000","42,9000","270","GRM155C71A105KE11D","1uF"
"C148","C_0402_10uF_4V_X6S","TopLayer","CAPC1005X06","60,2000","42,9000","90","GRM155C80G106ME44D","10uF"
"C147","C_0402_10uF_4V_X6S","TopLayer","CAPC1005X06","54,8000","40,9000","90","GRM155C80G106ME44D","10uF"
"C146","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","37,3000","42,5000","270","LMK316ABJ476ML-T","47uF"
"C145","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","39,5000","37,5000","90","JMK316ABJ107ML-T","100uF"
"C144","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","58,6000","30,1000","90","GRM155R71E104KE14J","100nF"
"C141","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","49,0000","34,8000","90","GRM1555C1H102JA01D","1nF"
"C139","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","68,3000","8,9000","0","GRM155C71A105KE11D","1uF"
"C138","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","72,7000","8,9000","180","GRM155C71A105KE11D","1uF"
"C137","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","72,7000","11,9000","180","GRM155C71A105KE11D","1uF"
"C136","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","69,5000","47,3000","270","GRM155R71E104KE14J","100nF"
"C135","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","57,3000","23,6000","0","GRM155C71A105KE11D","1uF"
"C134","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","57,3000","19,4000","0","GRM155C71A105KE11D","1uF"
"C133","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","47,2000","43,4000","0","GRM1555C1H102JA01D","1nF"
"C132","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","33,5000","8,4000","90","GRM155C71A105KE11D","1uF"
"C131","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","70,9000","25,9000","180","GRM155C71A105KE11D","1uF"
